NAME  ATOM LJ_RADIUS LJ_WDEPTH LK_DGFREE LK_LAMBDA LK_VOLUME
# Rosetta atom_properties file
# Generated using itp_to_param.py
# Original file: terphenyl_pmp_octamer.top
# Author: tfobe
# Date: Thursday, 30. June 2022
# Time: 06:55PM
# System: Linux-5.14.0-1042-oem-x86_64-with-glibc2.31
h142     H   1.44979   0.06866       1.0       3.5      13.5
h143     H   1.44979   0.06866       1.0       3.5      13.5
h144     H   1.44979   0.06866       1.0       3.5      13.5
h145     H   1.44979   0.06866       1.0       3.5      13.5
h146     H   1.44979   0.06866       1.0       3.5      13.5
h147     H   1.44979   0.06866       1.0       3.5      13.5
h148     H   1.44979   0.06866       1.0       3.5      13.5
h149     H   1.44979   0.06866       1.0       3.5      13.5
h150     H   1.44979   0.06866       1.0       3.5      13.5
h151     H   1.44979   0.06866       1.0       3.5      13.5
h152     H   1.44979   0.06866       1.0       3.5      13.5
h153     H   1.44979   0.06866       1.0       3.5      13.5
h154     H   1.44979   0.06866       1.0       3.5      13.5
h155     H   1.44979   0.06866       1.0       3.5      13.5
h156     H   1.44979   0.06866       1.0       3.5      13.5
h157     H   1.44979   0.06866       1.0       3.5      13.5
h158     H   1.44979   0.06866       1.0       3.5      13.5
h159     H   1.44979   0.06866       1.0       3.5      13.5
h160     H   1.44979   0.06866       1.0       3.5      13.5
h161     H   1.44979   0.06866       1.0       3.5      13.5
c182     C    1.8967   0.45539       1.0       3.5      13.5
h162     H    1.4842   0.06602       1.0       3.5      13.5
h163     H    1.4842   0.06602       1.0       3.5      13.5
h164     H    1.4842   0.06602       1.0       3.5      13.5
